Geneid	Length	1kcell	dome1	dome2
ENSDARG00000032117	2917	70	16	14
ENSDARG00000006837	2488	4	118	206
ENSDARG00000095565	803	0	0	0
ENSDARG00000103323	918	0	0	0
ENSDARG00000042187	4715	1228	1214	1835
ENSDARG00000032866	921	376	604	797
ENSDARG00000042186	1975	0	0	0
ENSDARG00000101924	2227	0	0	0
ENSDARG00000042182	2384	2	0	8
ENSDARG00000027940	3520	0	0	0
ENSDARG00000100381	544	0	1	2
ENSDARG00000102038	451	0	0	0
ENSDARG00000105249	545	0	0	0
ENSDARG00000096433	1498	2	1	0
ENSDARG00000004877	6754	152	30	127
ENSDARG00000092029	460	0	0	0
ENSDARG00000108406	117	0	0	0
ENSDARG00000021913	5504	10	7	4
ENSDARG00000042157	1075	2	0	0
ENSDARG00000018871	1481	23	16	16
ENSDARG00000002333	1473	13	3	15
ENSDARG00000005716	2941	0	0	0
ENSDARG00000012656	4367	93	60	145
ENSDARG00000004697	1912	0	0	2
ENSDARG00000020354	1686	21	6	10
ENSDARG00000042138	2914	0	0	0
ENSDARG00000096747	789	0	0	0
ENSDARG00000096672	473	0	0	0
ENSDARG00000096787	834	0	0	0
ENSDARG00000009123	4777	0	0	0
ENSDARG00000042133	749	0	0	2
ENSDARG00000042130	1429	56	59	134
ENSDARG00000042129	1377	60	39	78
ENSDARG00000042120	3187	191	94	118
ENSDARG00000027046	3024	752	194	371
ENSDARG00000028163	2867	0	0	0
ENSDARG00000016630	7418	1244	1096	1944
ENSDARG00000017634	2335	0	0	0
ENSDARG00000010276	2556	0	10	20
ENSDARG00000017141	2952	0	0	8
ENSDARG00000096789	892	12	5	11
ENSDARG00000084175	133	0	0	0
ENSDARG00000019062	1660	14	8	10
ENSDARG00000096724	502	0	0	0
ENSDARG00000016936	18494	22	6	42
ENSDARG00000031100	3708	6	4	10
ENSDARG00000094010	4357	102	17	40
ENSDARG00000079036	4922	0	28	10
ENSDARG00000042057	2830	114	65	128
ENSDARG00000042055	4248	0	0	0
ENSDARG00000008639	3748	51	24	26
ENSDARG00000042033	1037	0	0	0
ENSDARG00000042031	2453	104	63	93
ENSDARG00000042027	2828	0	0	0
ENSDARG00000054723	11187	28	14	26
ENSDARG00000096810	963	0	1	0
ENSDARG00000008568	2461	70	62	104
ENSDARG00000096827	173	0	0	0
ENSDARG00000097362	608	0	0	0
ENSDARG00000042005	2365	146	84	148
ENSDARG00000042000	2184	88	100	196
ENSDARG00000024189	1260	2	4	9
ENSDARG00000024195	2388	32	22	28
ENSDARG00000088828	1450	8	0	10
ENSDARG00000024204	3062	14	319	635
ENSDARG00000030106	2456	46	46	84
ENSDARG00000041976	1221	0	0	0
ENSDARG00000024537	3882	0	0	0
ENSDARG00000019135	3813	2	0	0
ENSDARG00000020609	2805	0	2	2
ENSDARG00000024564	1662	22	10	20
ENSDARG00000096710	584	0	0	0
ENSDARG00000042759	1574	2	2	5
ENSDARG00000024575	6380	0	2	11
ENSDARG00000004735	4454	1718	3216	5100
ENSDARG00000019920	1381	0	52	47
ENSDARG00000016464	10066	206	49	133
ENSDARG00000033949	1915	38	10	24
ENSDARG00000021664	6678	0	4	6
ENSDARG00000006672	2967	142	76	112
ENSDARG00000023228	3278	2	0	10
ENSDARG00000104812	180	0	0	0
ENSDARG00000084287	130	0	0	0
ENSDARG00000009753	1329	136	219	373
ENSDARG00000070052	11019	890	28	94
ENSDARG00000003584	2740	56	16	12
ENSDARG00000029747	2340	0	0	0
ENSDARG00000008029	4672	0	0	0
ENSDARG00000093008	4379	112	16	22
ENSDARG00000108110	116	0	0	0
ENSDARG00000075134	2850	0	0	0
ENSDARG00000096766	645	0	0	0
ENSDARG00000086445	2111	0	6	2
ENSDARG00000091757	4731	2	5	2
ENSDARG00000042829	29476	0	0	9
ENSDARG00000096793	398	0	0	0
ENSDARG00000093316	5836	0	0	0
ENSDARG00000001807	4854	0	18	32
ENSDARG00000015224	3764	94	81	138
ENSDARG00000070110	1677	2	1	2
ENSDARG00000008249	4604	6	0	2
ENSDARG00000105234	706	0	0	0
ENSDARG00000107741	278	0	0	0
ENSDARG00000014953	3590	0	0	0
ENSDARG00000108232	117	0	0	0
ENSDARG00000107554	439	0	0	0
ENSDARG00000073747	1769	23	14	28
ENSDARG00000014013	3082	456	533	767
ENSDARG00000032049	6433	340	374	564
ENSDARG00000042851	725	10	14	65
ENSDARG00000042854	2366	69	28	47
ENSDARG00000042859	2320	44	37	53
ENSDARG00000042864	1863	60	157	253
ENSDARG00000018257	5998	14	6	20
ENSDARG00000016122	1056	2	0	2
ENSDARG00000042873	1842	6	0	2
ENSDARG00000042876	2271	142	220	398
ENSDARG00000042877	2357	22	12	18
ENSDARG00000020594	6263	0	0	0
ENSDARG00000096735	1168	2	2	6
ENSDARG00000030905	2345	124	320	483
ENSDARG00000096706	1246	3	0	7
ENSDARG00000096733	234	0	0	0
ENSDARG00000054152	1886	0	0	0
ENSDARG00000054150	1997	6	2	14
ENSDARG00000013732	1550	186	226	348
ENSDARG00000096675	547	0	0	0
ENSDARG00000054137	4287	5	4	4
ENSDARG00000096755	5323	1	0	0
ENSDARG00000096774	1362	16	2	2
ENSDARG00000039987	10270	0	0	0
ENSDARG00000096741	399	0	0	0
ENSDARG00000007171	1897	0	0	0
ENSDARG00000041944	3055	78	16	55
ENSDARG00000013973	6094	82	24	36
ENSDARG00000007823	2701	20	2	8
ENSDARG00000042577	716	2	9	8
ENSDARG00000024471	1201	18	15	20
ENSDARG00000054076	1352	2	2	0
ENSDARG00000095457	475	0	0	0
ENSDARG00000108537	3733	0	10	18
ENSDARG00000031587	2738	2	0	2
ENSDARG00000007774	5557	76	60	144
ENSDARG00000016743	2948	182	184	339
ENSDARG00000023448	2763	2	0	0
ENSDARG00000107929	1744	0	0	0
ENSDARG00000106288	468	0	0	0
ENSDARG00000007869	2680	36	52	71
ENSDARG00000041923	1681	0	2	8
ENSDARG00000041835	532	0	0	0
ENSDARG00000041917	643	0	0	0
ENSDARG00000041915	1559	2	0	4
ENSDARG00000010059	3363	0	4	2
ENSDARG00000020123	4485	390	246	398
ENSDARG00000096730	1291	2	2	0
ENSDARG00000041911	2832	0	0	2
ENSDARG00000041910	6185	0	2	2
ENSDARG00000004574	3527	173	38	66
ENSDARG00000021305	1540	0	2	0
ENSDARG00000033916	3164	8	6	8
ENSDARG00000032431	875	14	8	22
ENSDARG00000014927	1909	0	0	0
ENSDARG00000029907	1642	4	1	0
ENSDARG00000041896	2953	618	24	54
ENSDARG00000105851	116	0	0	0
ENSDARG00000041895	8286	730	955	1699
ENSDARG00000041873	1792	0	0	0
ENSDARG00000041870	5655	80	54	54
ENSDARG00000081311	83	0	0	0
ENSDARG00000029587	1030	32	22	20
ENSDARG00000106862	116	0	0	0
ENSDARG00000092980	968	14	8	21
ENSDARG00000021869	3418	0	0	0
ENSDARG00000017982	2274	0	0	0
ENSDARG00000002877	6779	401	158	286
ENSDARG00000010434	1954	0	0	0
ENSDARG00000008060	3664	0	1	0
ENSDARG00000084341	124	0	0	0
ENSDARG00000041919	688	0	0	0
ENSDARG00000021753	1390	22	14	48
ENSDARG00000014685	2339	354	430	855
ENSDARG00000007221	1839	32	26	74
ENSDARG00000069445	4284	0	0	0
ENSDARG00000052758	1637	0	0	0
ENSDARG00000093697	685	0	0	0
ENSDARG00000092331	1676	0	0	0
ENSDARG00000095211	977	0	0	0
ENSDARG00000096773	1936	0	0	0
ENSDARG00000096806	279	0	0	0
ENSDARG00000096794	2004	0	1	3
ENSDARG00000068994	2296	0	0	0
ENSDARG00000096698	242	0	1	2
ENSDARG00000107442	1260	0	0	0
ENSDARG00000042553	2030	0	6	8
ENSDARG00000013441	1816	21	3	10
ENSDARG00000094075	1500	2	3	10
ENSDARG00000034957	884	54	20	54
ENSDARG00000042548	2285	4	4	6
ENSDARG00000060944	2517	62	26	34
ENSDARG00000106957	486	0	0	0
ENSDARG00000069427	474	0	0	0
ENSDARG00000096705	575	0	0	0
ENSDARG00000096731	326	0	0	0
ENSDARG00000041779	3186	0	0	0
ENSDARG00000103231	6120	0	0	4
ENSDARG00000053122	1514	0	0	0
ENSDARG00000108357	372	0	0	0
ENSDARG00000053119	1639	14	4	8
ENSDARG00000034650	673	0	0	0
ENSDARG00000053110	1409	0	0	0
ENSDARG00000009106	2885	158	162	220
ENSDARG00000053097	2239	144	230	372
ENSDARG00000096673	370	1	0	0
ENSDARG00000041799	2926	10	4	0
ENSDARG00000076789	1071	0	0	0
ENSDARG00000041792	744	0	0	1
ENSDARG00000041797	2480	0	0	0
ENSDARG00000041787	1340	0	0	0
ENSDARG00000069411	1328	0	0	0
ENSDARG00000041736	1740	18	14	6
ENSDARG00000041734	7660	54	27	38
ENSDARG00000005652	7969	50	72	117
ENSDARG00000108989	116	0	0	0
ENSDARG00000096764	1064	4	0	8
ENSDARG00000014081	4446	13	2	8
ENSDARG00000013528	4131	102	10	27
ENSDARG00000020777	5780	82	38	76
ENSDARG00000102355	69	0	0	0
ENSDARG00000069404	3083	0	0	0
ENSDARG00000069401	2098	579	706	1298
ENSDARG00000053003	2024	2	2	8
ENSDARG00000027813	4126	460	236	286
ENSDARG00000023117	2344	145	105	270
ENSDARG00000015907	7037	148	110	284
ENSDARG00000108104	119	0	0	0
ENSDARG00000041706	1163	0	0	0
ENSDARG00000041702	2777	0	0	2
ENSDARG00000014039	6462	338	312	442
ENSDARG00000006094	7969	61	44	98
ENSDARG00000103502	121	0	0	0
ENSDARG00000030530	2849	0	0	0
ENSDARG00000023111	3241	0	0	0
ENSDARG00000069370	3056	2	0	0
ENSDARG00000093759	1167	0	0	0
ENSDARG00000077853	2162	0	0	0
ENSDARG00000092417	632	0	0	0
ENSDARG00000092727	688	0	0	0
ENSDARG00000094266	1869	0	0	0
ENSDARG00000095487	634	0	0	0
ENSDARG00000094117	688	0	0	0
ENSDARG00000094808	772	0	0	0
ENSDARG00000093533	637	0	0	0
ENSDARG00000094137	2182	0	0	0
ENSDARG00000092952	350	0	0	0
ENSDARG00000095270	772	0	0	0
ENSDARG00000107901	482	0	0	0
ENSDARG00000093808	2083	0	0	0
ENSDARG00000093505	628	0	0	0
ENSDARG00000073913	2702	0	0	0
ENSDARG00000094986	623	0	0	0
ENSDARG00000108156	482	0	0	0
ENSDARG00000093436	2262	0	0	0
ENSDARG00000016605	2567	0	0	0
ENSDARG00000069318	2915	111	120	227
ENSDARG00000069307	1314	0	0	2
ENSDARG00000069305	2269	0	1	0
ENSDARG00000069302	3736	188	72	154
ENSDARG00000108147	516	0	0	0
ENSDARG00000084652	119	0	0	0
ENSDARG00000069296	2299	0	0	2
ENSDARG00000009844	1121	10	22	14
ENSDARG00000029472	8994	280	178	385
ENSDARG00000096699	943	0	0	0
ENSDARG00000041554	1523	0	0	0
ENSDARG00000041550	4234	0	0	0
ENSDARG00000096778	798	0	17	25
ENSDARG00000094567	655	0	0	0
ENSDARG00000107721	453	0	0	0
ENSDARG00000096812	350	0	0	0
ENSDARG00000069281	1686	0	2	0
ENSDARG00000092692	3378	0	0	0
ENSDARG00000069276	1847	0	0	0
ENSDARG00000094146	2166	0	0	0
ENSDARG00000107679	193	0	0	0
ENSDARG00000094226	2615	0	0	0
ENSDARG00000096765	2081	0	0	0
ENSDARG00000032838	4451	0	6	4
ENSDARG00000019529	3802	132	145	326
ENSDARG00000088165	2117	0	0	0
ENSDARG00000028475	3103	220	132	162
ENSDARG00000069252	2709	7	206	372
ENSDARG00000069251	2992	96	76	126
ENSDARG00000069241	804	64	26	20
ENSDARG00000069245	2624	0	0	0
ENSDARG00000006397	2081	214	48	94
ENSDARG00000026630	4812	308	92	151
ENSDARG00000070584	3842	0	0	4
ENSDARG00000059233	2615	8	2	2
ENSDARG00000106328	2771	0	4	0
ENSDARG00000106030	117	0	0	0
ENSDARG00000084707	118	0	0	0
ENSDARG00000086186	807	0	0	0
ENSDARG00000079045	1841	0	0	0
ENSDARG00000109195	116	0	0	0
ENSDARG00000109155	295	1	0	3
ENSDARG00000060554	6101	112	80	244
ENSDARG00000052625	1046	0	0	0
ENSDARG00000016528	5172	28	8	14
ENSDARG00000030263	2573	2	0	2
ENSDARG00000094340	512	0	0	0
ENSDARG00000087180	915	27	6	7
ENSDARG00000060537	8895	386	304	500
ENSDARG00000087688	3648	64	34	74
ENSDARG00000081335	119	0	0	0
ENSDARG00000085854	117	0	0	0
ENSDARG00000068179	4066	41	33	66
ENSDARG00000107137	277	0	0	0
ENSDARG00000076380	2554	62	9	24
ENSDARG00000069101	1610	2	4	0
ENSDARG00000016011	2839	50	42	77
ENSDARG00000076500	2778	0	0	0
ENSDARG00000042344	1715	149	122	143
ENSDARG00000052652	3495	2	6	20
ENSDARG00000108219	1083	0	0	0
ENSDARG00000108980	223	0	0	0
ENSDARG00000107566	513	0	0	2
ENSDARG00000041430	1969	0	110	209
ENSDARG00000096676	1795	10	6	4
ENSDARG00000095450	1019	0	0	0
ENSDARG00000094104	1170	0	0	0
ENSDARG00000041433	2474	0	0	0
ENSDARG00000088462	1024	0	0	0
ENSDARG00000094237	1036	0	0	0
ENSDARG00000086376	1023	0	0	0
ENSDARG00000087419	1031	0	0	0
ENSDARG00000089074	1045	0	0	0
ENSDARG00000041451	1005	0	0	0
ENSDARG00000094548	1033	0	0	0
ENSDARG00000041454	1015	0	0	0
ENSDARG00000086412	1018	0	0	0
ENSDARG00000086268	1023	0	0	0
ENSDARG00000089000	1000	0	0	0
ENSDARG00000022938	1100	0	0	0
ENSDARG00000090592	1011	0	0	0
ENSDARG00000093466	1012	0	0	0
ENSDARG00000095762	1072	0	0	0
ENSDARG00000102187	1456	0	0	0
ENSDARG00000041466	1012	0	0	0
ENSDARG00000069214	1788	0	0	0
ENSDARG00000069201	1472	0	0	0
ENSDARG00000092734	1028	0	0	0
ENSDARG00000069177	1026	0	0	0
ENSDARG00000069203	1026	0	0	0
ENSDARG00000069205	1028	0	0	0
ENSDARG00000069206	987	0	0	0
ENSDARG00000069208	2408	2	2	6
ENSDARG00000086692	964	0	0	0
ENSDARG00000086390	1135	0	0	0
ENSDARG00000069213	971	0	0	0
ENSDARG00000090464	1142	0	0	0
ENSDARG00000069211	990	0	0	0
ENSDARG00000075828	1074	0	0	0
ENSDARG00000090372	1158	0	0	0
ENSDARG00000091733	2579	0	0	0
ENSDARG00000090812	996	0	0	0
ENSDARG00000096807	866	0	0	0
ENSDARG00000088859	1253	0	0	0
ENSDARG00000091705	1393	0	0	0
ENSDARG00000031506	2505	42	12	20
ENSDARG00000041414	3112	0	2	4
ENSDARG00000041413	4421	0	8	10
ENSDARG00000041411	2131	2	14	37
ENSDARG00000041407	1825	20	8	13
ENSDARG00000041402	2927	292	268	538
ENSDARG00000041397	1314	4	2	10
ENSDARG00000041391	1746	128	177	303
ENSDARG00000031683	1699	0	12	8
ENSDARG00000097234	723	0	0	0
ENSDARG00000068428	1258	0	0	0
ENSDARG00000011818	1006	3	1	8
ENSDARG00000020133	2157	1	4	6
ENSDARG00000017437	3923	0	0	0
ENSDARG00000006812	5478	317	255	486
ENSDARG00000093354	2453	0	0	14
ENSDARG00000022260	1918	64	19	56
ENSDARG00000041375	1042	0	0	0
ENSDARG00000011696	1825	18	0	7
ENSDARG00000101260	6332	374	361	584
ENSDARG00000103380	7870	6	66	76
ENSDARG00000083952	128	0	0	0
ENSDARG00000078770	2351	2	2	10
ENSDARG00000107687	3020	0	0	0
ENSDARG00000096770	2678	0	0	0
ENSDARG00000005394	3186	10	14	30
ENSDARG00000096729	194	0	0	0
ENSDARG00000091486	164	0	0	0
ENSDARG00000091552	164	0	0	0
ENSDARG00000096680	1216	0	0	0
ENSDARG00000096745	786	0	0	0
ENSDARG00000108959	307	0	0	0
ENSDARG00000089158	1791	2	51	99
ENSDARG00000088490	1453	0	0	10
ENSDARG00000106032	5448	0	4	21
ENSDARG00000096715	1050	0	0	0
ENSDARG00000091243	1380	0	2	5
ENSDARG00000106369	246	0	0	0
ENSDARG00000096708	1651	0	8	6
ENSDARG00000106603	5091	0	0	2
ENSDARG00000077694	3386	297	260	492
ENSDARG00000052511	373	1	0	0
ENSDARG00000046106	1288	299	297	428
ENSDARG00000017162	2224	4	0	4
ENSDARG00000103017	1920	0	0	2
ENSDARG00000030092	4249	70	46	80
ENSDARG00000009743	2161	6	2	8
ENSDARG00000067927	1801	0	0	0
ENSDARG00000060618	3404	52	26	51
ENSDARG00000099804	1227	2	0	0
ENSDARG00000100162	1658	122	23	67
ENSDARG00000104400	1933	0	0	0
ENSDARG00000097548	4033	18	4	6
ENSDARG00000012667	5117	2	0	0
ENSDARG00000023272	2211	8	0	0
ENSDARG00000080287	123	0	0	0
ENSDARG00000102055	3881	152	60	118
ENSDARG00000057128	4207	196	94	176
ENSDARG00000085665	135	0	0	0
ENSDARG00000073933	3122	0	0	0
ENSDARG00000057151	2935	118	72	124
ENSDARG00000078161	3064	76	18	26
ENSDARG00000091756	2424	0	0	0
ENSDARG00000079997	1775	0	0	4
ENSDARG00000107927	360	0	0	0
ENSDARG00000107094	304	0	0	0
ENSDARG00000108853	2453	0	0	0
ENSDARG00000102744	1076	18	18	26
ENSDARG00000085397	108	0	0	0
ENSDARG00000081108	116	0	0	0
ENSDARG00000082842	116	0	0	0
ENSDARG00000081029	114	0	0	0
ENSDARG00000083639	116	0	0	0
ENSDARG00000073814	1659	10	0	2
ENSDARG00000102751	770	0	0	0
ENSDARG00000042661	1550	0	0	0
ENSDARG00000101549	1634	0	4	8
ENSDARG00000106929	490	0	0	0
ENSDARG00000104107	1151	0	0	0
ENSDARG00000101900	3758	1550	1597	2945
ENSDARG00000099578	664	0	0	0
ENSDARG00000102698	267	0	0	0
ENSDARG00000098768	1953	14	10	8
ENSDARG00000109125	1005	0	0	0
ENSDARG00000007901	2398	74	122	234
ENSDARG00000039493	779	16	16	30
ENSDARG00000060609	4966	0	4	2
ENSDARG00000102208	156	0	0	0
ENSDARG00000019601	12040	2	0	2
ENSDARG00000086341	1348	48	22	44
ENSDARG00000079634	3308	2	0	0
ENSDARG00000018913	4095	7	6	27
ENSDARG00000106671	111	0	0	0
ENSDARG00000073859	8221	263	80	186
ENSDARG00000067913	2470	54	47	105
ENSDARG00000026811	3704	130	74	128
ENSDARG00000067838	2178	14	16	40
ENSDARG00000087456	385	8	0	8
ENSDARG00000028971	2771	300	360	712
ENSDARG00000067509	2127	2	0	1
ENSDARG00000090499	954	0	0	0
ENSDARG00000096754	710	0	0	0
ENSDARG00000107936	117	0	0	0
ENSDARG00000108407	1020	0	0	0
ENSDARG00000088117	3033	10	18	14
ENSDARG00000099488	829	0	0	0
ENSDARG00000100851	2833	0	0	0
ENSDARG00000004721	2097	4	16	13
ENSDARG00000092181	5446	524	753	1154
ENSDARG00000096753	529	0	0	0
ENSDARG00000096744	812	0	0	0
ENSDARG00000011175	2181	44	72	102
ENSDARG00000052178	1345	20	26	58
ENSDARG00000007886	3347	90	22	54
ENSDARG00000006395	3331	596	616	1077
ENSDARG00000094456	2499	0	25	18
ENSDARG00000029150	3533	2497	3502	5266
ENSDARG00000106517	117	0	0	0
ENSDARG00000068367	2315	16	20	50
ENSDARG00000060034	2515	0	0	2
ENSDARG00000096785	137	0	0	0
ENSDARG00000077387	4121	0	2	6
ENSDARG00000096723	412	0	0	0
ENSDARG00000044949	1953	100	30	72
ENSDARG00000096803	1013	0	0	0
ENSDARG00000091598	2848	4	12	18
ENSDARG00000096688	671	0	0	2
ENSDARG00000092470	1402	0	0	2
ENSDARG00000052322	5260	0	0	3
ENSDARG00000044415	2893	0	0	1
ENSDARG00000044417	7788	118	20	44
ENSDARG00000109150	117	0	0	0
ENSDARG00000091595	2626	52	50	120
ENSDARG00000095420	1054	0	0	0
ENSDARG00000093457	963	0	0	0
ENSDARG00000013659	2299	28	40	74
ENSDARG00000014532	1587	116	26	43
ENSDARG00000094846	592	0	0	0
ENSDARG00000008184	7226	1040	922	1796
ENSDARG00000052471	2034	54	36	50
ENSDARG00000052465	1737	2	0	4
ENSDARG00000109105	519	4	0	0
ENSDARG00000106257	612	0	0	0
ENSDARG00000097674	1565	4	0	0
ENSDARG00000009134	1489	0	0	0
ENSDARG00000052454	2264	6	2	6
ENSDARG00000027930	2014	0	0	4
ENSDARG00000096702	1345	0	0	0
ENSDARG00000075765	4567	2	1	6
ENSDARG00000100007	1983	0	0	0
ENSDARG00000104086	365	0	0	0
ENSDARG00000039666	1622	4	7	7
ENSDARG00000039669	4404	0	72	135
ENSDARG00000015236	1944	45	38	71
ENSDARG00000029581	3001	12	12	26
ENSDARG00000030053	1946	12	20	32
ENSDARG00000039652	5174	0	0	4
ENSDARG00000094056	969	0	0	0
ENSDARG00000094944	1141	0	0	0
ENSDARG00000093187	969	0	0	0
ENSDARG00000095671	965	0	0	0
ENSDARG00000092572	969	0	0	0
ENSDARG00000093691	962	0	0	0
ENSDARG00000095630	1141	0	0	0
ENSDARG00000023916	1750	57	16	39
ENSDARG00000108568	117	0	0	0
ENSDARG00000076673	8903	86	76	96
ENSDARG00000101051	2332	0	0	0
ENSDARG00000101062	1939	28	12	22
ENSDARG00000100989	131	0	0	0
ENSDARG00000098952	1246	0	0	0
ENSDARG00000109123	1214	0	0	0
ENSDARG00000090191	730	12	22	50
ENSDARG00000106770	1493	0	2	6
ENSDARG00000102193	1217	0	0	0
ENSDARG00000101118	2064	41	12	39
ENSDARG00000107912	1571	10	18	26
ENSDARG00000091457	1510	0	0	0
ENSDARG00000107302	509	0	0	0
ENSDARG00000052400	1002	0	0	0
ENSDARG00000060349	1081	0	0	0
ENSDARG00000041226	2008	240	157	303
ENSDARG00000075817	1220	0	0	0
ENSDARG00000075016	8586	0	0	0
ENSDARG00000078825	2921	68	27	44
ENSDARG00000052405	2269	0	0	0
ENSDARG00000090637	5935	0	0	0
ENSDARG00000057352	6468	10	2	8
ENSDARG00000059923	3907	0	0	0
ENSDARG00000095767	2720	0	0	0
ENSDARG00000086925	2514	0	0	0
ENSDARG00000031200	7723	338	70	96
ENSDARG00000024746	4793	13	22	48
ENSDARG00000010478	2802	0	2	2
ENSDARG00000041248	931	0	0	6
ENSDARG00000088989	700	2	1	8
ENSDARG00000089478	891	0	0	2
ENSDARG00000086956	825	1	1	4
ENSDARG00000105335	835	1	2	1
ENSDARG00000041239	2688	22	6	21
ENSDARG00000052408	1987	120	120	178
ENSDARG00000041232	346	12	37	108
ENSDARG00000093355	239	0	0	0
ENSDARG00000003041	1637	4	6	6
ENSDARG00000038432	3997	44	58	120
ENSDARG00000105346	1327	18	10	20
ENSDARG00000090237	1352	3	6	11
ENSDARG00000089966	1357	6	6	12
ENSDARG00000091409	1352	0	1	5
ENSDARG00000086352	1351	3	1	25
ENSDARG00000086522	1344	0	0	8
ENSDARG00000096694	807	0	0	0
ENSDARG00000098059	1161	8	12	15
ENSDARG00000100209	3369	184	238	532
ENSDARG00000099022	798	10	52	115
ENSDARG00000101626	1935	107	46	89
ENSDARG00000078095	7768	116	40	78
ENSDARG00000008218	2991	4	8	13
ENSDARG00000093659	2453	2	2	2
ENSDARG00000079396	3593	0	2	12
ENSDARG00000027978	2324	76	80	213
ENSDARG00000098422	2019	0	0	0
ENSDARG00000099720	1658	0	10	10
ENSDARG00000108254	4773	41	36	93
ENSDARG00000102965	3100	12	6	14
ENSDARG00000095564	1129	0	0	0
ENSDARG00000068916	1078	22	4	16
ENSDARG00000068912	1333	9	0	5
ENSDARG00000106382	692	18	21	33
ENSDARG00000107500	2044	0	0	0
ENSDARG00000030154	4186	0	0	0
ENSDARG00000096258	499	1	0	0
ENSDARG00000096690	1478	0	0	1
ENSDARG00000109071	490	0	0	0
ENSDARG00000096403	890	0	0	0
ENSDARG00000075823	4872	0	0	8
ENSDARG00000091326	3355	102	68	213
ENSDARG00000046022	1148	34	32	47
ENSDARG00000081629	109	0	0	0
ENSDARG00000106906	3494	0	0	0
ENSDARG00000101239	3797	16	4	16
ENSDARG00000101530	1395	2	0	0
ENSDARG00000104216	2308	0	0	0
ENSDARG00000100198	7317	30	16	40
ENSDARG00000104128	1948	101	40	85
ENSDARG00000106343	1625	0	0	0
ENSDARG00000108675	1232	0	2	8
ENSDARG00000046024	1337	16	2	35
ENSDARG00000062794	4184	92	20	72
ENSDARG00000103464	1596	2	0	25
ENSDARG00000096240	578	0	0	0
ENSDARG00000102147	1888	8	16	54
ENSDARG00000035700	1932	28	32	72
ENSDARG00000035699	2008	48	97	137
ENSDARG00000098478	285	0	0	0
ENSDARG00000087624	1700	0	0	0
ENSDARG00000098562	805	0	4	0
ENSDARG00000030129	4219	60	56	105
ENSDARG00000035697	1409	26	22	30
ENSDARG00000089233	1856	0	0	0
ENSDARG00000079790	3307	2	6	19
ENSDARG00000078817	1037	0	0	0
ENSDARG00000074638	6884	0	0	0
ENSDARG00000059236	1352	0	2	1
ENSDARG00000059234	1780	58	50	138
ENSDARG00000095804	803	0	0	0
ENSDARG00000040116	2287	0	0	0
ENSDARG00000059227	499	0	0	0
ENSDARG00000103398	559	0	0	0
ENSDARG00000091253	1819	0	0	0
ENSDARG00000106547	117	0	0	0
ENSDARG00000058553	1409	0	0	0
ENSDARG00000058558	2880	0	0	2
ENSDARG00000058563	1602	20	10	16
ENSDARG00000058567	517	0	0	0
ENSDARG00000058570	511	0	0	0
ENSDARG00000089837	1309	1	0	4
ENSDARG00000021086	1399	62	31	42
ENSDARG00000097367	1356	0	2	0
ENSDARG00000021483	2697	562	213	397
ENSDARG00000075299	874	2	0	2
ENSDARG00000042072	1114	16	2	6
ENSDARG00000098625	1090	4	0	4
ENSDARG00000091948	1529	4	0	0
ENSDARG00000005500	1187	4	2	6
ENSDARG00000041515	602	0	0	0
ENSDARG00000062823	4131	22	12	50
ENSDARG00000021208	6542	0	0	0
ENSDARG00000108541	117	0	0	0
ENSDARG00000108454	117	0	0	0
ENSDARG00000038518	6058	164	172	342
ENSDARG00000058658	1164	0	0	0
ENSDARG00000094322	1174	0	0	0
ENSDARG00000080000	634	0	3	0
ENSDARG00000091618	5337	4	6	7
ENSDARG00000090607	1221	0	2	0
ENSDARG00000108771	2505	0	0	0
ENSDARG00000105858	1834	0	0	0
ENSDARG00000076419	1198	2	10	8
ENSDARG00000095437	575	0	3	5
ENSDARG00000062707	1995	2	2	2
ENSDARG00000079123	2858	2	2	2
ENSDARG00000003695	1823	144	230	268
ENSDARG00000043550	1155	2	1	6
ENSDARG00000003749	1710	124	90	190
ENSDARG00000092379	893	0	0	0
ENSDARG00000058454	1000	55	517	680
ENSDARG00000058451	1498	318	492	879
ENSDARG00000038881	1900	172	208	375
ENSDARG00000043554	883	38	16	14
ENSDARG00000092360	912	14	16	20
ENSDARG00000043559	2830	278	268	464
ENSDARG00000074720	786	2	2	2
ENSDARG00000031495	2043	894	1624	2217
ENSDARG00000076632	934	4	4	6
ENSDARG00000010572	3220	606	180	318
ENSDARG00000062753	961	27	9	10
ENSDARG00000102566	2281	32	6	36
ENSDARG00000101753	1299	0	0	0
ENSDARG00000008983	2543	44	22	49
ENSDARG00000097791	701	0	0	0
ENSDARG00000097686	315	0	0	0
ENSDARG00000060081	5746	0	0	0
ENSDARG00000106042	117	0	0	0
ENSDARG00000031222	3677	0	0	0
ENSDARG00000067524	1708	36	123	182
ENSDARG00000058299	1379	1	0	11
ENSDARG00000027699	1489	1	2	8
ENSDARG00000086603	849	0	0	0
ENSDARG00000102426	1343	9	4	5
ENSDARG00000102554	1434	0	2	0
ENSDARG00000020986	1938	175	49	59
ENSDARG00000100247	1053	2	0	2
ENSDARG00000060766	1926	9	6	9
ENSDARG00000058419	12047	158	139	379
ENSDARG00000058425	1421	258	212	270
ENSDARG00000093062	498	0	0	0
ENSDARG00000074761	2112	0	0	0
ENSDARG00000088825	2451	0	2	0
